100	204928
101	199469
102	223767
103	276226
104	286898
105	297219
106	253749
107	235486
108	216329
109	203012
110	188064
111	184293
112	201717
113	199386
114	229725
115	239970
116	253104
117	235192
118	204177
119	194800
120	176093
121	166019
122	172605
123	195262
124	203508
125	208808
126	232212
127	209451
128	195264
129	190777
130	177116
131	181706
132	169650
133	166688
134	192183
135	202844
136	204524
137	219558
138	208759
139	217029
140	241246
141	237607
142	212311
143	200007
144	213475
145	213426
146	237774
147	245280
148	257456
149	257044
150	301550
151	322258
152	322516
153	349900
154	371613
155	398400
156	393818
157	346256
158	321285
159	289196
160	277692
161	331670
162	412885
163	515364
164	644251
165	733431
166	769806
167	681717
168	549242
169	412085
170	341436
171	349327
172	417657
173	521991
174	690668
175	821735
176	874545
177	814607
178	669661
179	529010
180	401579
181	375159
182	386952
183	428348
184	523145
185	596693
186	667487
187	672661
188	624576
189	531353
190	427953
191	397215
192	386845
193	395026
194	437145
195	468652
196	514771
197	527030
198	520355
199	481423
20	28669
200	423213
201	386947
202	368521
203	389059
204	404586
205	420171
206	427972
207	440670
208	424651
209	403182
21	18410
210	389260
211	370239
212	342402
213	350894
214	345487
215	359276
216	362727
217	367546
218	338938
219	318269
22	32418
220	315228
221	297981
222	293671
223	291262
224	285722
225	289121
226	285631
227	284513
228	275431
229	255727
23	24313
230	262364
231	252345
232	226751
233	242070
234	227235
235	239544
236	233824
237	221388
238	215407
239	219776
24	22015
240	198265
241	182861
242	186184
243	179464
244	173583
245	179645
246	181838
247	166215
248	174139
249	161018
25	20483
250	164479
251	161548
252	144800
253	151893
254	151749
255	139607
256	138568
257	136275
258	134114
259	136676
26	27677
260	124591
261	119955
262	125326
263	113394
264	118067
265	109194
266	105084
267	106404
268	106990
269	101005
27	30407
270	103452
271	101244
272	97897
273	97527
274	85451
275	88908
276	86583
277	96222
278	91777
279	85658
28	33305
280	89857
281	85027
282	84110
283	75997
284	80886
285	78206
286	88625
287	92070
288	91621
289	90963
29	41207
290	92132
291	85919
292	80275
293	80631
294	71753
295	74895
296	80358
297	84381
298	96394
299	99205
30	56949
300	94807
301	98722
302	90147
303	81684
304	76178
305	80645
306	75846
307	90793
308	97847
309	97922
31	57059
310	108525
311	118656
312	105931
313	98454
314	93184
315	88060
316	85451
317	84382
318	93737
319	102269
32	73797
320	117856
321	118208
322	122805
323	118482
324	105172
325	100082
326	100665
327	91574
328	99589
329	102022
33	87699
330	117266
331	117973
332	124552
333	118530
334	118659
335	111163
336	110745
337	99885
338	111314
339	107974
34	80292
340	113140
341	119413
342	128200
343	125741
344	114330
345	124119
346	112820
347	109503
348	107754
349	116306
35	75196
350	110252
351	112954
352	113021
353	119030
354	120413
355	114160
356	118840
357	118797
358	112442
359	100998
36	80192
360	108765
361	105779
362	108484
363	101593
364	105326
365	101339
366	101964
367	100249
368	105485
369	102203
37	79509
370	104473
371	98788
372	92993
373	94346
374	99847
375	92839
376	88036
377	88719
378	99395
379	93012
38	90903
380	88527
381	89601
382	85402
383	83660
384	79665
385	84036
386	83676
387	76001
388	80181
389	72618
39	101653
390	76191
391	76379
392	70256
393	69682
394	69265
395	65033
396	70143
397	65398
398	65373
399	64436
40	127880
400	62022
401	60887
402	65115
403	58108
404	61572
405	59485
406	51927
407	54688
408	52702
409	54660
41	171360
410	50973
411	50836
412	45889
413	47835
414	45204
415	46037
416	44209
417	40408
418	40875
419	41503
42	179271
420	41423
421	43135
422	39780
423	36166
424	34555
425	38010
426	33151
427	35904
428	33313
429	35917
43	185577
430	30647
431	30357
432	29949
433	28425
434	29287
435	27716
436	27981
437	29849
438	28646
439	26758
44	185760
440	24517
441	25402
442	24765
443	21746
444	24116
445	19712
446	23334
447	22877
448	22418
449	19421
45	178024
450	20546
451	20693
452	18912
453	19058
454	18414
455	17439
456	17113
457	16144
458	17758
459	16292
46	141321
460	17662
461	17440
462	16227
463	15854
464	16398
465	17133
466	16290
467	15308
468	15143
469	15511
47	133128
470	12714
471	15298
472	13929
473	12475
474	14162
475	13819
476	14115
477	10772
478	13595
479	13315
48	129228
480	12984
481	12194
482	12675
483	11586
484	12825
485	10834
486	10082
487	11425
488	9208
489	10498
49	136492
490	10508
491	10769
492	11009
493	10243
494	10553
495	10343
496	10280
497	10645
498	9980
499	11166
50	160888
500	10114
501	10969
502	10011
503	9287
504	10091
505	8497
506	9590
507	8882
508	9526
509	7876
51	182920
510	8480
511	8790
512	9213
513	8807
514	8191
515	7188
516	8507
517	9395
518	8362
519	8179
52	221245
520	9257
521	7069
522	7990
523	7257
524	7116
525	8664
526	7625
527	8266
528	6769
529	7877
53	221651
530	7902
531	6616
532	6756
533	6548
534	6904
535	6626
536	6209
537	7383
538	6441
539	5588
54	216699
540	6133
541	6232
542	6494
543	5461
544	5721
545	5007
546	5475
547	5554
548	7133
549	5849
55	200925
550	5904
551	5579
552	5502
553	5477
554	4484
555	5306
556	4950
557	4871
558	4885
559	4301
56	182604
560	5938
561	4412
562	4615
563	3891
564	4194
565	3936
566	4781
567	3673
568	4330
569	3852
57	161411
570	3498
571	3121
572	3517
573	3549
574	3569
