100	5978
101	5876
102	6150
103	7202
104	7267
105	7506
106	7145
107	6308
108	5510
109	5516
110	5254
111	5095
112	5168
113	5008
114	5484
115	5639
116	6129
117	5475
118	5043
119	4604
120	4403
121	4241
122	4568
123	4550
124	4611
125	4810
126	4962
127	4855
128	5156
129	4820
130	4748
131	4554
132	3937
133	4152
134	4619
135	5254
136	4989
137	5301
138	5154
139	5579
140	6721
141	6597
142	5980
143	5499
144	5714
145	5581
146	6259
147	6170
148	6075
149	6457
150	7188
151	8432
152	9433
153	10251
154	10975
155	11514
156	11377
157	10230
158	9307
159	8020
160	7823
161	9036
162	11360
163	14648
164	18166
165	20868
166	21703
167	19478
168	16023
169	12154
170	10401
171	10063
172	11585
173	14484
174	18712
175	22812
176	24614
177	22408
178	18984
179	14962
180	12598
181	11193
182	11685
183	12988
184	14732
185	16921
186	18214
187	19057
188	17840
189	15194
190	12677
191	11743
192	11515
193	12041
194	13299
195	14607
196	15572
197	15717
198	15150
199	13894
20	1070
200	13145
201	11491
202	11187
203	11502
204	12098
205	12765
206	13245
207	13430
208	12560
209	11705
21	775
210	11249
211	10826
212	10982
213	11155
214	10862
215	10985
216	11278
217	10999
218	11077
219	10123
22	1382
220	9605
221	8997
222	8887
223	9152
224	9337
225	9337
226	9112
227	9124
228	8713
229	8252
23	1031
230	8336
231	7889
232	7433
233	7453
234	7684
235	7696
236	7732
237	7715
238	7114
239	6959
24	1210
240	6469
241	6455
242	6301
243	6083
244	5989
245	6079
246	5918
247	5823
248	6096
249	5880
25	1279
250	5474
251	4973
252	4818
253	4965
254	5134
255	4903
256	4753
257	4641
258	4471
259	4493
26	1940
260	4380
261	4238
262	4145
263	3773
264	3747
265	3841
266	4253
267	4196
268	3789
269	3655
27	2012
270	3446
271	3446
272	3493
273	3325
274	3220
275	3103
276	3203
277	3303
278	3527
279	3338
28	2676
280	3381
281	3029
282	2944
283	2873
284	3116
285	2923
286	2950
287	3038
288	3033
289	3366
29	3519
290	3304
291	3205
292	3176
293	2981
294	2670
295	2684
296	2942
297	3007
298	3308
299	3493
30	4818
300	3478
301	3702
302	3588
303	3103
304	2955
305	2738
306	2656
307	3095
308	3532
309	3698
31	6178
310	3902
311	4027
312	3795
313	3673
314	3730
315	3310
316	3052
317	3176
318	3479
319	3871
32	6924
320	4300
321	4432
322	4325
323	4267
324	3968
325	3806
326	3866
327	3693
328	3775
329	3794
33	8330
330	4404
331	4553
332	4960
333	4653
334	4568
335	4355
336	4203
337	3969
338	4353
339	4244
34	7943
340	4389
341	4531
342	4642
343	4913
344	4822
345	4748
346	4536
347	4353
348	4271
349	4518
35	7467
350	4615
351	4591
352	4636
353	4431
354	4660
355	4613
356	4903
357	4693
358	4700
359	4500
36	7204
360	4443
361	4287
362	4471
363	4367
364	4245
365	4218
366	4294
367	4401
368	4553
369	4407
37	6970
370	4454
371	4277
372	4101
373	3982
374	4233
375	4166
376	3975
377	4016
378	4010
379	4062
38	7918
380	4035
381	3931
382	3849
383	3735
384	3678
385	3654
386	3723
387	3633
388	3737
389	3510
39	8654
390	3538
391	3541
392	3457
393	3335
394	3200
395	3179
396	3211
397	3168
398	3260
399	3205
40	10858
400	3048
401	3102
402	3135
403	2968
404	2957
405	2903
406	2821
407	2820
408	2713
409	2714
41	12959
410	2754
411	2659
412	2430
413	2575
414	2481
415	2520
416	2479
417	2382
418	2276
419	2167
42	14062
420	2280
421	2250
422	2358
423	2285
424	2089
425	2089
426	2002
427	2013
428	2125
429	1935
43	15007
430	1795
431	1822
432	1763
433	1738
434	1816
435	1678
436	1742
437	1719
438	1620
439	1582
44	14063
440	1722
441	1607
442	1527
443	1475
444	1457
445	1515
446	1513
447	1464
448	1517
449	1311
45	13439
450	1404
451	1367
452	1416
453	1333
454	1234
455	1229
456	1187
457	1210
458	1290
459	1176
46	12147
460	1156
461	1184
462	1150
463	1158
464	1250
465	1203
466	1142
467	1053
468	1076
469	1094
47	10628
470	1103
471	1146
472	1018
473	1011
474	1015
475	1128
476	1108
477	1035
478	1043
479	1034
48	10634
480	1019
481	1038
482	1090
483	1005
484	985
485	904
486	959
487	1012
488	915
489	996
49	10838
490	949
491	947
492	960
493	976
494	1051
495	943
496	991
497	910
498	930
499	931
50	12437
500	1022
501	964
502	932
503	976
504	935
505	884
506	1022
507	920
508	904
509	933
51	13079
510	908
511	918
512	959
513	969
514	909
515	858
516	924
517	961
518	998
519	940
52	15328
520	927
521	875
522	886
523	861
524	924
525	912
526	892
527	869
528	858
529	903
53	15598
530	940
531	890
532	842
533	842
534	890
535	847
536	945
537	928
538	828
539	775
54	14592
540	814
541	850
542	942
543	824
544	818
545	765
546	762
547	868
548	918
549	792
55	14323
550	802
551	745
552	751
553	807
554	780
555	700
556	768
557	754
558	728
559	702
56	12609
560	813
561	726
562	691
563	710
564	707
565	722
566	832
567	734
568	688
569	671
57	11414
570	640
571	619
572	740
573	657
574	650
575	624
576	607
577	661
578	699
579	628
58	10631
580	578
581	593
582	609
583	593
584	653
585	552
586	584
587	547
588	539
589	530
59	10639
590	589
591	524
592	519
593	496
594	478
595	487
596	529
597	493
598	492
599	451
60	11118
600	453
601	469
602	499
603	494
604	433
605	442
606	429
607	395
608	468
609	446
61	11057
610	393
611	355
612	427
613	401
614	467
615	423
616	405
617	343
618	358
619	364
62	13078
620	425
621	381
622	354
623	362
624	361
625	355
626	441
627	324
628	346
629	287
63	12570
630	291
631	340
632	376
633	355
634	286
635	266
636	285
637	328
638	391
639	294
64	13390
640	292
641	266
642	286
643	318
644	367
645	305
646	282
647	263
648	274
649	287
